type,issue_number,author,author_type,created_at,state,title,text
issue_body,37005,DecSec2030,User,2026-07-13T19:26:00Z,open,[Tool] Structural duplicates in React codebase (34.1% of .ts/.tsx files affected),"## Structural duplicates in React codebase (34.1% of .ts/.tsx files affected)

I ran [find-duplicates](https://github.com/DecSec2030/find-duplicates) — a tool that detects structural code duplicates (normalizing identifiers, strings, and whitespace before comparing) — on the main branch at `c0c39a6`.

### Summary

| Metric | Value |
|--------|-------|
| .ts/.tsx files scanned | 521 |
| Files with duplicates | 178 (34.1%) |
| Duplicate groups | 342 |
| Duplicated blocks | 973 |

### By directory

| Directory | Duplicates | Files |
|-----------|-----------|-------|
| `compiler/packages/` | 816 | 165 |
| `packages/eslint-plugin-react-hooks/` | 85 | 6 |
| `compiler/scripts/` | 64 | 5 |
| `packages/react/` | 6 | 1 |
| `fixtures/` | 2 | 1 |

### Notable findings

**1. `compiler/packages/snap/src/minimize.ts` — 30 near-identical generator methods (142 duplicates)**

Functions like `removeStatements`, `removeCallArguments`, `removeFunctionParameters`, `simplifyCallExpressions`, etc. all follow the exact same pattern: count AST nodes of a type → loop with clone → traverse → replace. This is the single largest source of duplication.

**2. `compiler/scripts/ts-compile-fixture.ts` — 14 identical pipeline passes (64 duplicates)**

Each pipeline pass checks `if (env.hasErrors()) { return formatEnvError(...); }` with near-identical structure across all passes.

**3. `compiler/packages/babel-plugin-react-compiler/` — scattered scope/binding checks (15 files)**

A pattern of checking bindings and scope ranges (`if (binding) { ... }`) is repeated across 15 different files in the compiler, suggesting a candidate for a shared utility.

**4. Core `packages/react/` is clean — only 6 duplicate blocks in 1 file.**

The mature React core has very few structural duplicates, which is expected for a well-refactored codebase.

### Context

The vast majority of duplicates are in `compiler/` (React Forget), a newer, actively-developed package. The core React packages are essentially clean.

### Options

- `compiler/packages/snap/src/minimize.ts` — could extract a `createGenerator(pattern)` helper to eliminate the 30 repeated method bodies
- Pipeline passes — could use a higher-order function for the `hasErrors()` check
- Shared binding helpers — consolidate the scattered pattern into `Utils/binding.ts`

---

*Generated with [find-duplicates](https://github.com/DecSec2030/find-duplicates) v1.1.0 (Go binary, 3.4 MB)*
"
issue_body,37003,phistuck,User,2026-07-13T13:31:27Z,closed,[DevTools Bug]: confused on prerender pages and resulting in high-cpu usage loop,"### Website or app

example; https://yuri.twintail.org/chrome/prerendering/specrules.html

### Repro steps

Just like the original issue (https://github.com/react/react/issues/35954), although I am not Takashi/from the team -
> Hello, I'm Takashi from Google Chrome team.
> 
> I've investigated high-cpu usage issue on prerendering, and noticed that the React Developer Tools seems to be a root cause.
> The original report for the chromium project is here; https://crbug.com/478909972
> 
> Steps:
> 1. Install React Developer Tools Extension (from the Chrome Web Store)
> 2. Visit a page that uses specupationrules
> 3. Open Chrome's Task manager from ... > More tools >, and see CPU usages
> 4. Usage for the prerender pages shows higher CPU usages
> 5. Open DevTools
> 6. Prerender pages' CPU usages get much higher, and frame of the React Developer Tools spends almost 100%
> 
> This needs that the current page is accessible from the Extensions. e.g., they would not have a permission to touch the New Tab Page, and this doesn't happen there.
> 
> Also, this happens with Chrome UI triggered pretenders too. So, even if the page doesn't use the speculationrules, the problem could happen when users type something in the Omnibox, and Chrome has confidence on the next navigating page.
> 
> I suspect this is because the extension doesn't expect the Chrome's recent MPArch: Multi-Page Architecture, and is confused on multiple page navigations.
> Here is a resource for the prerender and link for its impact on the Extension system.
> [Prerender pages in Chrome for instant page navigations > Impact on extensions
> ](https://developer.chrome.com/docs/web-platform/prerender-pages#impact_on_extensions)



### How often does this bug happen?

Every time

### DevTools package (automated)

_No response_

### DevTools version (automated)

_No response_

### Error message (automated)

_No response_

### Error call stack (automated)

```text

```

### Error component stack (automated)

```text

```

### GitHub query string (automated)

```text

```"
issue_body,37001,aneesijaz,User,2026-07-13T11:25:59Z,open,"[Compiler Bug]: React Compiler keeps ""new Date().getTime()"" constant across component re-renders","### What kind of issue is this?

- [x] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [ ] eslint-plugin-react-hooks (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://github.com/aneesijaz/react-compiler-date-bug

### Repro steps

Just run the application. It's a minimal React app created with Vite, and the component is already rendered from App.tsx, so no additional setup is required beyond installing dependencies and starting the dev server.


**Code**
```tsx
import { useEffect, useState } from ""react"";

export const TimerComponent = () => {
  const [counter, setCounter] = useState(0);
  const time = (new Date()).getTime();

  useEffect(() => {
    const timer = setTimeout(() => setCounter(counter + 1), 1000);
    return () => {
      clearTimeout(timer);
    }
  }, [counter]);

  return (
    <div>{time} - {counter}</div>
  )
}
```

**Result**
<img width=""500"" height=""388"" alt=""Image"" src=""https://github.com/user-attachments/assets/a376aeb9-54f9-4d2b-b9b9-faacb0be233a"" />

**Note:** The code is intentionally minimal to reproduce the issue. I realize it isn't necessarily production-quality code, but I've stripped it down to the smallest example that still demonstrates the problem. Also The code works fine and as expected if not using the compiler.

### How often does this bug happen?

Every time

### What version of React are you using?

19.2.7

### What version of React Compiler are you using?

1.0.0"
issue_body,37000,BranZhang,User,2026-07-13T03:32:30Z,open,[Compiler Bug]: MobX observer component is compiled without an incompatible-library diagnostic and loses reactivity,"### What kind of issue is this?

- [x] React Compiler core (the JS output is incorrect, or your app works incorrectly after optimization)
- [ ] babel-plugin-react-compiler (build issue installing or using the Babel plugin)
- [ ] eslint-plugin-react-hooks (build issue installing or using the eslint plugin)
- [ ] react-compiler-healthcheck (build issue installing or using the healthcheck script)

### Link to repro

https://github.com/BranZhang/react-compiler-mobx-repro

### Repro steps

## Summary

When `babel-plugin-react-compiler` is enabled with `compilationMode: 'infer'`, a MobX `observer` component declared as a top-level function and then wrapped with `observer(Component)` can keep returning stale JSX after observable changes.

The failure is silent: no runtime error or compiler warning is shown. The UI keeps rendering the initial value after the MobX store changes.

## Reproduction

Repository: https://github.com/BranZhang/react-compiler-mobx-repro

```bash
npm install
npm run dev
```

Open `http://localhost:5199`, then click `store.increment()` three times.

## Actual Behavior

The rows using a top-level function declaration wrapped by `observer(...)` keep displaying `0`:

- `plain observer: 0`
- `observer + console.log: 0`

The MobX store value does change, and other subscribers can observe the updated value.

## Expected Behavior

The observed component should continue to update when `COUNTER_STORE.count` changes, or React Compiler should skip this pattern / warn that it is unsafe.

## Control Cases

The same reproduction includes several control cases:

- `observer + window write` updates to `3`, because the render-time global assignment makes React Compiler bail out.
- `observer + 'use no memo'` updates to `3`, because the component is skipped by React Compiler.
- `reaction + useState` updates to `3`, because it uses an explicit MobX subscription instead of render-time `observer` tracking.
- Commenting out `babel-plugin-react-compiler` in `vite.config.ts` makes all rows update correctly.
- Changing `const Plain = observer(PlainComponent)` to an inline function expression passed to `observer(...)` also makes the row update correctly.

## Suspected Mechanism

`observer` relies on executing the component function during render inside a MobX tracking context. Observable reads that actually happen during render become the component subscription.

The compiled output shows that `COUNTER_STORE.count` is still read on every render, so MobX continues tracking the observable and notifying the component. However, React Compiler caches the JSX created during the initial render without treating the observable value as a dependency. After a store update:

1. MobX triggers a re-render.
2. The component reads the latest `COUNTER_STORE.count`, so the MobX subscription remains active.
3. The compiled memo cache returns the JSX created during the initial render.
4. The component therefore keeps displaying the initial value even though it continues to re-render with updated observable values.

## Versions

- react: 19.2.0
- react-dom: 19.2.0
- mobx: 6.13.3
- mobx-react: 9.2.2
- mobx-react-lite: 4.1.1
- babel-plugin-react-compiler: 1.0.0
- vite: 5.4

### How often does this bug happen?

Every time

### What version of React are you using?

19.2.0

### What version of React Compiler are you using?

babel-plugin-react-compiler@1.0.0"
issue_body,36999,shl143328-boop,User,2026-07-13T01:22:57Z,closed,Bug:,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1.
2.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior


## The expected behavior
"
issue_body,36998,ysm77777,User,2026-07-12T21:24:25Z,closed,Test: Composio GitHub->Notion issue sync,This issue was created via Composio MCP automation to verify the GitHub->Notion issue sync workflow. The companion Notion page tracks it.
issue_body,36997,ayushnandi718-dev,User,2026-07-12T01:38:50Z,closed,Bug:,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1.
2.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior


## The expected behavior
"
issue_body,36996,ayushnandi718-dev,User,2026-07-12T01:38:45Z,open,Bug:," Bug Report - useState Hook Not Batching Updates in Event Handlers

**Title:** `useUpdate not batching state updates in React 19.2.x event handlers`

**Body:**

```markdown
## Describe the bug

When using `useState` with multiple `setState` calls inside a single event handler, React 19.2.x is not batching the updates as expected. This causes unnecessary re-renders and performance degradation.

## To reproduce

**Code to reproduce:**

```jsx
import React, { useState } from 'react';

function Counter() {
  const [count, setCount] = useState(0);
  const [name, setName] = useState('');

  const handleClick = () => {
    // These should be batched but are causing separate renders
    setCount(prev => prev + 1);
    setName('Updated');
    console.log('Render count:', performance.now());
  };

  return (
    <div>
      <p>Count: {count}</p>
      <p>Name: {name}</p>
      <button onClick={handleClick}>Click me</button>
    </div>
  );
}

export default Counter;
```

**Steps to reproduce:**
1. Create a new React 19.2.x project
2. Add the Counter component above
3. Open React DevTools Profiler
4. Click the button multiple times
5. Observe multiple renders per click instead of one

## Expected behavior

React should batch all state updates within a single event handler into a single re-render, as documented in React 19.0.0 release notes.

## Actual behavior

Each `setState` call triggers a separate re-render, resulting in 2 renders per click instead of 1.

## Screenshots

- Performance profiler shows 2 renders per click
- Console logs show 2 separate render times

## Environment

- React version: 19.2.7
- React DOM version: 19.2.7
- Browser: Chrome 126.0.6478.127
- OS: Windows 11 Pro 23H2
- Node.js: 22.4.0

## Additional context

- This worked correctly in React 18.x
- The issue persists in both development and production builds
- Tested with create-react-app and Vite
```

---

## Issue 2: Feature Request - Add Built-in useTransition Hook for Form Validation

**Title:** `Feature: Add useTransition support for form validation with useActionState`

**Body:**

```markdown
## Is your feature request related to a problem?

When building forms with React 19, we often need to validate fields asynchronously (e.g., checking username availability via API). Currently, there's no clean way to show validation state while the transition is pending. We have to manually manage loading states with `useState`.

```jsx
// Current workaround - messy and verbose
function UsernameField() {
  const [username, setUsername] = useState('');
  const [isChecking, setIsChecking] = useState(false);
  const [isAvailable, setIsAvailable] = useState(null);

  const checkUsername = async (value) => {
    setIsChecking(true);
    const response = await fetch(`/api/check-username/${value}`);
    const data = await response.json();
    setIsAvailable(data.available);
    setIsChecking(false);
  };

  return (
    <div>
      <input
        value={username}
        onChange={(e) => {
          setUsername(e.target.value);
          checkUsername(e.target.value);
        }}
      />
      {isChecking && <span>Checking...</span>}
      {isAvailable === true && <span>✓ Available</span>}
      {isAvailable === false && <span>✗ Taken</span>}
    </div>
  );
}
```

## Describe the solution you'd like

Add a new hook or extend `useTransition` to work with form validation:

```jsx
// Proposed API
function UsernameField() {
  const [username, setUsername] = useState('');
  const [isPending, startTransition] = useTransition();
  const [isAvailable, setIsAvailable] = useState(null);

  const checkUsername = (value) => {
    startTransition(async () => {
      const response = await fetch(`/api/check-username/${value}`);
      const data = await response.json();
      setIsAvailable(data.available);
    });
  };

  return (
    <div>
      <input
        value={username}
        onChange={(e) => {
          setUsername(e.target.value);
          checkUsername(e.target.value);
        }}
      />
      {isPending && <span>Checking...</span>}
      {!isPending && isAvailable === true && <span>✓ Available</span>}
      {!isPending && isAvailable === false && <span>✗ Taken</span>}
    </div>
  );
}
```

## Describe alternatives you've considered

1. **useActionState with pending state** - Works but doesn't integrate well with controlled inputs
2. **useOptimistic** - Not designed for async validation
3. **Manual useState management** - Current workaround, but verbose

## Additional context

- This pattern is extremely common in production applications
- Would improve DX significantly for form-heavy applications
- Aligns with React 19's focus on async transitions
```

---

## Issue 3: Documentation - Missing Guide for Server Components with TypeScript

**Title:** `Docs: Add comprehensive guide for Server Components with TypeScript`

**Body:**

```markdown
## What documentation is missing?

The current documentation for Server Components lacks comprehensive TypeScript examples and guidance. Many developers are struggling with:

1. How to properly type Server Components vs Client Components
2. How to handle async Server Components with TypeScript
3. How to type props passed from Server to Client Components
4. How to handle serializable types across server/client boundary

## Where should it be added?

- [ ] Getting Started
- [x] API Reference
- [x] Guides
- [ ] Examples

## Suggested content

### Proposed Guide Structure:

```markdown
# TypeScript with Server Components

## Overview
Server Components in React 19 can be async and run on the server. This guide covers TypeScript patterns.

## Basic Server Component Typing

```tsx
// app/page.tsx (Server Component)
import { UserList } from '@/components/UserList';

// Server Components can be async
async function Page() {
  const users = await fetchUsers(); // Server-side fetch
  
  return <UserList users={users} />;
}

export default Page;
```

## Typing Props for Server/Client Boundary

```tsx
// types/user.ts
export interface User {
  id: string;
  name: string;
  email: string;
  createdAt: Date; // Note: Date is NOT serializable
}

// components/UserList.tsx (Client Component)
'use client';

import { User } from '@/types/user';

interface UserListProps {
  users: User[]; // This will fail - Date is not serializable
}

export function UserList({ users }: UserListProps) {
  return (
    <ul>
      {users.map(user => (
        <li key={user.id}>{user.name}</li>
      ))}
    </ul>
  );
}
```

## Correct Serializable Types

```tsx
// types/user.ts
export interface SerializedUser {
  id: string;
  name: string;
  email: string;
  createdAt: string; // ISO string instead of Date
}

// lib/serialize.ts
export function serializeDate(date: Date): string {
  return date.toISOString();
}
```

## Common Patterns

### Pattern 1: Async Data Fetching
### Pattern 2: Form Handling
### Pattern 3: Real-time Updates

## Why is this important?

- TypeScript is used by 78.9% of React developers (2024 State of JS survey)
- Server Components are a major paradigm shift
- Lack of clear TypeScript guidance leads to common mistakes
- Would reduce support issues and Stack Overflow questions
```

---

## Issue 4: Performance - Memory Leak in useEffect with Async Operations

**Title:** `Performance: Memory leak in useEffect with async operations in React 19.2.x`

**Body:**

```markdown
## Describe the performance issue

When using `useEffect` with async operations that are not properly cleaned up, React 19.2.x shows significant memory leaks. This is especially problematic in Single Page Applications where components mount/unmount frequently.

## To reproduce

**Code to reproduce:**

```jsx
import React, { useState, useEffect } from 'react';

function DataFetcher() {
  const [data, setData] = useState(null);
  const [loading, setLoading] = useState(true);

  useEffect(() => {
    let isMounted = true;

    const fetchData = async () => {
      try {
        // Simulate slow API call
        const response = await new Promise(resolve => 
          setTimeout(() => resolve({ items: [1, 2, 3] }), 5000)
        );
        
        if (isMounted) {
          setData(response);
          setLoading(false);
        }
      } catch (error) {
        if (isMounted) {
          setLoading(false);
        }
      }
    };

    fetchData();

    return () => {
      isMounted = false;
    };
  }, []);

  if (loading) return <div>Loading...</div>;
  return <div>{JSON.stringify(data)}</div>;
}

// Parent component that rapidly mounts/unmounts
function App() {
  const [show, setShow] = useState(true);

  return (
    <div>
      <button onClick={() => setShow(!show)}>Toggle</button>
      {show && <DataFetcher />}
    </div>
  );
}
```

**Steps to reproduce:**
1. Create the components above
2. Open Chrome DevTools Memory tab
3. Take a heap snapshot
4. Click ""Toggle"" button rapidly 50 times
5. Take another heap snapshot
6. Compare snapshots - see retained DataFetcher instances

## Expected behavior

Memory should be properly released when components unmount, even with pending async operations.

## Actual behavior

Each unmounted DataFetcher instance retains memory due to:
- Pending Promise callbacks
- Closure variables held in memory
- React's internal fiber tree not being garbage collected

## Performance metrics

- **Heap size increase:** 15-20MB after 50 toggle cycles
- **Retained objects:** ~50 DataFetcher instances visible in heap snapshot
- **GC behavior:** Objects not collected even after 30 seconds

## Environment

- React version: 19.2.7
- React DOM version: 19.2.7
- Browser: Chrome 126.0.6478.127 (Memory tab)
- OS: Windows 11 Pro 23H2
- Device: 16GB RAM, Intel i7-12700H

## Additional context

- This is a regression from React 18.3.1 where memory was properly released
- The issue is more pronounced in production builds
- Tested with both create-react-app and Vite
- Affects both functional components with hooks and async/await patterns

## Suggested fix

Consider implementing AbortController integration or improved cleanup mechanisms for async effects in the React reconciler.
```

---

## Issue 5: Bug - React Compiler Incorrectly Optimizing Conditional Renders

**Title:** `Compiler: Incorrect optimization of conditional renders with 0 falsy value`

**Body:**

```markdown
## Describe the bug

The React Compiler (experimental) is incorrectly optimizing conditional renders when the falsy value is `0`. It treats `0` as a value that should always render, even when it's in a `&&` expression that should evaluate to falsy.

## To reproduce

**Code to reproduce:**

```jsx
import React from 'react';

function ItemCount({ count }) {
  // This should render nothing when count is 0
  // But the compiler optimizes it to always render
  return (
    <div>
      {count > 0 && <span>{count} items</span>}
    </div>
  );
}

function App() {
  return (
    <div>
      <ItemCount count={0} /> {/* Should show nothing */}
      <ItemCount count={5} /> {/* Should show ""5 items"" */}
    </div>
  );
}
```

**Expected output (without compiler):**
```html
<div>
  <div></div>  <!-- Empty when count is 0 -->
  <div><span>5 items</span></div>
</div>
```

**Actual output (with compiler):**
```html
<div>
  <div><span>0 items</span></div>  <!-- Incorrectly renders 0 -->
  <div><span>5 items</span></div>
</div>
```

## To reproduce

1. Enable React Compiler (experimental)
2. Create component with `{count > 0 && <span>{count} items</span>}`
3. Pass `count={0}`
4. Observe that `0` is rendered as text content

## Expected behavior

The compiler should recognize that `{count > 0 && <span>...}</span>}` evaluates to `false` when count is 0, and should not render anything.

## Actual behavior

The compiler incorrectly optimizes the expression to always render the truthy branch content, resulting in `0` being rendered as a text node.

## Environment

- React version: 19.2.7
- React Compiler: 0.10.1 (experimental)
- Build tool: Vite 6.0.0
- Browser: Chrome 126.0.6478.127

## Additional context

- This is a critical bug as `0` is a very common falsy value in JavaScript
- The issue does not occur with `null`, `undefined`, or `false` as the falsy value
- This breaks many existing React patterns in production applications
- Related to issue #36245
```

---

## Quick Reference Links

| Issue Type | Repository | Direct Link |
|------------|------------|-------------|
| New Issue | facebook/react | https://github.com/facebook/react/issues/new/choose |
| Bug Report | facebook/react | https://github.com/facebook/react/issues/new?template=bug_report.md |
| Feature Request | facebook/react | https://github.com/facebook/react/issues/new?template=feature_request.md |
| New Issue | react-pdf | https://github.com/diegomura/react-pdf/issues/new |
| New Issue | react-three-fiber | https://github.com/pmndrs/react-three-fiber/issues/new |
"
issue_body,36989,Astrotechlabcom,User,2026-07-10T13:25:40Z,open,"[DevTools Bug] Cannot remove node ""243"" because no matching node was found in the Store.","### Website or app

The error was thrown at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:726672     at p.emit (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:680330)     at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:682241     at bridgeListener (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1189368)

### Repro steps

The error was thrown at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:726672
    at p.emit (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:680330)
    at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:682241
    at bridgeListener (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1189368)

### How often does this bug happen?

Often

### DevTools package (automated)

react-devtools-extensions

### DevTools version (automated)

7.0.1-3cde211b0c

### Error message (automated)

Cannot remove node ""243"" because no matching node was found in the Store.

### Error call stack (automated)

```text
at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:726672
    at p.emit (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:680330)
    at chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:682241
    at bridgeListener (chrome-extension://fmkadmapgofadopljbjfkapdkoienihi/build/main.js:1:1189368)
```

### Error component stack (automated)

```text

```

### GitHub query string (automated)

```text
https://api.github.com/search/issues?q=Cannot remove node  because no matching node was found in the Store. in:title is:issue is:open is:public label:""Component: Developer Tools"" repo:facebook/react
```"
issue_body,36985,polemitis,User,2026-07-09T14:54:17Z,open,"Bug: [Fizz] Suspense completion instruction ($RC) emitted twice when a suspended fallback outlives completed content (19.2.x; fixed on main, needs backport)","React version: 19.2.7 (all of 19.2.0 – 19.2.7; not present in 19.1.1; already fixed on main — see ""Versions"" below)

## Summary

In react-dom **19.2.0 through 19.2.7**, `renderToPipeableStream` emits the completion instruction for the same Suspense boundary **twice** when all of the following hold:

1. the boundary's `fallback` itself suspends at its root (e.g. an async component as the fallback element), and
2. the boundary's content also suspends but **completes while the fallback is still pending**, after the boundary's placeholder has been flushed, and
3. the content is larger than 500 bytes (`isEligibleForOutlining`).

Depending on flush interleaving the stream contains either a literal duplicate `$RC(""B:n"",""S:n"")`, or a late fallback segment that re-declares the already-revealed boundary as a fresh `<!--$?--><template id=""B:m"">` followed by a second `$RC(""B:m"",""S:m"")` (plus a `$RS` whose target placeholder was already consumed by the first reveal). In both cases the client-side instructions reference DOM that no longer exists; React recovers by client rendering and logs **error #419** for the boundary.

Real-world impact: Next.js 15 App Router apps vendor the 19.2 line, so a route `loading.tsx` or `<Suspense fallback>` that accidentally contains an async server component hits #419 on every **warm** production render — content resolves fast from caches while the async fallback still yields a task, which is exactly the trigger timing. We debugged this from a production regression where a shared app-shell component gained an `await` and every warm render of the affected routes started failing hydration.

## Steps To Reproduce

Standalone script, no framework — `npm i react@19.2.7 react-dom@19.2.7`, then `node repro.js`:

```js
const {Writable} = require(""stream"");
const React = require(""react"");
const {renderToPipeableStream} = require(""react-dom/server"");
const h = React.createElement, {Suspense} = React;
const sleep = (ms) => new Promise((r) => setTimeout(r, ms));

function Filler() { // >500 bytes so the boundary is outlining-eligible
  const row = ""x"".repeat(100);
  return h(""div"", null, Array.from({length: 300}, (_, i) => h(""p"", {key: i}, row)));
}
async function SlowFallback() { await sleep(25); return h(""p"", null, ""fallback ready""); }
async function Content() { await sleep(3); return h(""section"", null, h(Filler)); }

const app = h(""html"", null, h(""body"", null,
  h(Suspense, {fallback: h(""p"", null, ""outer fallback"")},
    h(""main"", null,
      h(Suspense, {fallback: h(SlowFallback)},   // fallback suspends at its root
        h(Content))))));                          // content completes first (warm-cache timing)

const chunks = [];
const sink = new Writable({
  highWaterMark: 2048,
  write(c, _e, cb) { chunks.push(c.toString()); setTimeout(cb, 1); },
});
sink.on(""finish"", () => {
  const html = chunks.join("""");
  const rc = [...html.matchAll(/\$RC\(""B:[0-9a-f]+"",""S:[0-9a-f]+""\)/g)].map((m) => m[0]);
  console.log(rc);
});
const {pipe} = renderToPipeableStream(app, {onShellReady() { pipe(sink); }});
```

## Observed behavior

Three `$RC` instructions for two boundaries — the inner boundary is completed twice. Markers extracted from the stream, in order:

```
<!--$?--><template id=""B:0""   ← outer boundary placeholder
<!--$?--><template id=""B:1""   ← inner boundary placeholder
$RC(""B:1"",""S:1"")              ← inner boundary revealed with content
hidden id=""S:2""               ← LATE fallback segment finally completes
<!--$?--><template id=""B:3""   ← inside it: the same boundary re-declared as pending
$RC(""B:0"",""S:0"")
$RC(""B:3"",""S:3"")              ← same logical boundary completed again
```

With other timings/backpressure interleavings the duplicate carries the *same* ids (`$RC(""B:3"",""S:3"")` twice in one stream). In a browser, the second reveal / dangling `$RS` operate on DOM consumed by the first reveal, throw, and the boundary falls back to client rendering with recoverable error #419.

The timing sensitivity is mild: with the sizes above, every fallback-delay/content-delay combination we swept where the content completes before the fallback (16/16 combos across 10–40ms fallback × 1–8ms content) reproduces it.

## Expected behavior

Exactly one completion instruction per Suspense boundary; a fallback that is still pending when its boundary's content completes should not cause the boundary to be flushed again.

## Mechanism (from reading 19.2.7 sources)

- When outlining-eligible content completes, `finishedTask` pushes the boundary to `request.completedBoundaries` and — by design for outlining — does **not** abort the still-suspended fallback tasks.
- The fallback task's `blockedSegment` is the boundary's placeholder segment in the parent tree. When the fallback finally completes, that segment is queued on the parent boundary and flushed via `flushPartiallyCompletedSegment` → `flushSegment`, which re-enters the boundary branch for the already-completed boundary and pushes it to `completedBoundaries` again (reassigning `rootSegmentID` on the outlined path — that's where the `B:1` → `B:3` re-declaration comes from).
- `flushCompletedBoundary` has no already-flushed guard for boundaries (segments have `segment.status === FLUSHED`; boundaries have nothing), so the second queue entry writes a second `$RC`. When the re-visit takes the inline branch instead, it can also hit `""A previously unvisited boundary must have exactly one root segment""` because the first flush emptied `completedSegments`.

## Versions

| react-dom | result |
| --------- | ------ |
| 19.1.1 | not affected (predates Suspense outlining) |
| 19.2.0 – 19.2.7 (current stable) | **affected** |
| 19.3.0-canary-d6cae440-20260106 and later canaries | not affected — already fixed on main |

Since the fix already exists on main (present in every 2026 canary we tested), this is effectively a request to **backport it to the 19.2 stable branch**. Next.js 15.x vendors react-dom 19.2, so every App Router app is exposed through `loading.tsx`/fallback trees that suspend, with no way to opt into the fixed renderer short of a framework upgrade.
"
issue_body,36954,Phamphuluan79,User,2026-07-07T14:12:59Z,closed,Bug:,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1.
2.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior


## The expected behavior"
issue_body,36953,engrezeqnemer-del,User,2026-07-07T11:52:04Z,closed,Bug:,"<!--
  Please provide a clear and concise description of what the bug is. Include
  screenshots if needed. Please test using the latest version of the relevant
  React packages to make sure your issue has not already been fixed.
-->

React version:

## Steps To Reproduce

1.
2.

<!--
  Your bug will get fixed much faster if we can run your code and it doesn't
  have dependencies other than React. Issues without reproduction steps or
  code examples may be immediately closed as not actionable.
-->

Link to code example:

<!--
  Please provide a CodeSandbox (https://codesandbox.io/s/new), a link to a
  repository on GitHub, or provide a minimal code example that reproduces the
  problem. You may provide a screenshot of the application if you think it is
  relevant to your bug report. Here are some tips for providing a minimal
  example: https://stackoverflow.com/help/mcve.
-->

## The current behavior


## The expected behavior
"
